,Player,Hall_of_Fame,Awards,All_Star,Championships,All_Nbas
2358,Jamie Feick,FALSE,0,0,0,0
2359,Derek Fisher,FALSE,0,0,1,0
2360,Todd Fuller,FALSE,0,0,0,0
2361,Dean Garrett,FALSE,0,0,0,0
2362,Reggie Geary,FALSE,0,0,0,0
2363,Devin Gray,FALSE,0,0,0,0
2364,Evric Gray,FALSE,0,0,0,0
2365,Darvin Ham,FALSE,0,0,1,0
2366,Steve Hamer,FALSE,0,0,0,0
2367,Othella Harrington,FALSE,0,0,0,0
2368,Michael Hawkins,FALSE,0,0,0,0
2369,Shane Heal,FALSE,0,0,0,0
2370,Mark Hendrickson,FALSE,0,0,0,0
2371,Kerry Kittles,FALSE,0,0,0,1
2372,Travis Knight,FALSE,0,0,1,1
2373,Priest Lauderdale,FALSE,0,0,0,0
2374,Randy Livingston,FALSE,0,0,0,0
2375,Matt Maloney,FALSE,0,0,0,1
2376,Stephon Marbury,FALSE,0,1,0,1
2377,Walter McCarty,FALSE,0,0,0,0
2378,Amal McCaskill,FALSE,0,0,0,0
2379,Jeff McInnis,FALSE,0,0,0,0
2380,Martin Muursepp,FALSE,0,0,0,0
2381,Steve Nash,TRUE,5,8,0,7
2382,Ruben Nembhard,FALSE,0,0,0,0
2383,Gaylon Nickerson,FALSE,0,0,0,0
2384,Moochie Norris,FALSE,0,0,0,0
2385,Jermaine O'Neal,FALSE,1,1,0,1
2386,Ray Owes,FALSE,0,0,0,0
2387,Vitaly Potapenko,FALSE,0,0,0,0
2388,Chris Robinson,FALSE,0,0,0,0
2389,Roy Rogers,FALSE,0,0,0,0
2390,Malik Rose,FALSE,0,0,1,0
2391,Kevin Salvadori,FALSE,0,0,0,0
2392,Jason Sasser,FALSE,0,0,0,0
2393,Brent Scott,FALSE,0,0,0,0
2394,James Scott,FALSE,0,1,1,0
2395,Shawnelle Scott,FALSE,0,0,0,0
2396,Stevin Smith,FALSE,0,0,0,0
2397,Matt Steigenga,FALSE,0,0,1,0
2398,Joe Stephens,FALSE,0,0,0,0
2399,Erick Strickland,FALSE,0,0,0,0
2400,Brett Szabo,FALSE,0,0,0,0
2401,Antoine Walker,FALSE,0,1,1,1
2402,Samaki Walker,FALSE,0,0,1,0
2403,Ben Wallace,TRUE,1,1,1,1
2404,John Wallace,FALSE,0,0,0,0
2405,Donald Whiteside,FALSE,0,0,0,0
2406,Jerome Williams,FALSE,0,0,0,0
2407,Lorenzen Wright,FALSE,0,0,0,0
2408,Tariq Abdul-Wahad,FALSE,0,0,0,0
2409,Derek Anderson,FALSE,0,0,1,1
2410,Chris Anstey,FALSE,0,0,0,0
2411,Drew Barry,FALSE,0,0,0,0
2412,Tony Battie,FALSE,0,0,0,0
2413,Chauncey Billups,TRUE,1,1,1,1
2414,Etdrick Bohannon,FALSE,0,0,0,0
2415,Keith Booth,FALSE,0,0,1,0
2416,Rick Brunson,FALSE,0,0,0,0
2417,Kelvin Cato,FALSE,0,0,0,0
2418,Keith Closs,FALSE,0,0,0,0
2419,James Collins,FALSE,0,0,0,0
2420,James Cotton,FALSE,0,0,0,0
2421,Chris Crawford,FALSE,0,0,0,0
2422,Austin Croshere,FALSE,0,0,0,0
2423,William Cunningham,TRUE,1,1,1,1
2424,Antonio Daniels,FALSE,0,0,1,0
2425,Tim Duncan,TRUE,1,1,1,1
2426,Tony Farmer,FALSE,0,0,0,0
2427,Danny Fortson,FALSE,0,0,0,0
2428,Adonal Foyle,FALSE,0,0,0,0
2429,Lawrence Funderburke,FALSE,0,0,0,0
2430,Chris Garner,FALSE,0,0,0,0
2431,Kiwane Garris,FALSE,0,0,0,0
2432,Ed Gray,FALSE,0,0,0,0
2433,Derek Grimm,FALSE,0,0,0,0
2434,Reggie Hanson,FALSE,0,0,0,0
2435,Jerald Honeycutt,FALSE,0,0,0,0
2436,Troy Hudson,FALSE,0,0,0,0
2437,Zydrunas Ilgauskas,FALSE,0,1,0,1
2438,Bobby Jackson,FALSE,1,0,0,1
2439,Anthony Johnson,FALSE,0,0,0,0
2440,Dontae' Jones,FALSE,0,0,0,0
2441,Brevin Knight,FALSE,0,0,0,1
2442,Rusty LaRue,FALSE,0,0,1,0
2443,Jason Lawson,FALSE,0,0,0,0
2444,Michael McDonald,FALSE,0,0,0,0
2445,Tracy McGrady,TRUE,1,1,0,1
2446,Ron Mercer,FALSE,0,0,0,1
2447,Marko Milic,FALSE,0,0,0,0
2448,Jeff Nordgaard,FALSE,0,0,0,0
2449,Charles O'Bannon,FALSE,0,0,0,0
2450,Kevin Ollie,FALSE,0,0,0,0
2451,Anthony Parker,TRUE,1,1,1,1
2452,Scot Pollard,FALSE,0,0,1,0
2453,Mark Pope,FALSE,0,0,0,0
2454,Rodrick Rhodes,FALSE,0,0,0,0
2455,Shea Seals,FALSE,0,0,0,0
2456,God Shammgod,FALSE,0,0,0,0
2457,Kebu Stewart,FALSE,0,0,0,0
2458,Michael Stewart,FALSE,0,0,0,0
2459,Ed Stokes,FALSE,0,0,0,0
2460,Johnny Taylor,FALSE,0,0,0,0
2461,Maurice Taylor,FALSE,0,0,0,1
2462,John Thomas,FALSE,0,0,1,0
2463,Tim Thomas,FALSE,0,0,0,1
2464,Jacque Vaughn,FALSE,0,0,1,0
2465,Eric Washington,FALSE,0,0,0,0
2466,Bubba Wells,FALSE,0,0,0,0
2467,DeJuan Wheat,FALSE,0,0,0,0
2468,Alvin Williams,FALSE,0,0,0,0
2469,Brandon Williams,FALSE,0,0,0,0
2470,Travis Williams,FALSE,0,0,0,0
2471,Peter Aluma,FALSE,0,0,0,0
2472,Toby Bailey,FALSE,0,0,0,0
2473,LaMark Baker,FALSE,0,0,0,0
2474,Corey Benjamin,FALSE,0,0,0,0
2475,Mike Bibby,FALSE,0,0,0,1
2476,Earl Boykins,FALSE,0,0,0,0
2477,Gerald Brown,FALSE,0,0,0,0
2478,Cory Carr,FALSE,0,0,0,0
2479,Vince Carter,TRUE,1,1,0,1
2480,Keon Clark,FALSE,0,0,0,0
2481,Kornel David,FALSE,0,0,0,0
2482,Ricky Davis,FALSE,0,0,0,0
2483,Michael Dickerson,FALSE,0,0,0,1
2484,Michael Doleac,FALSE,0,0,1,1
2485,Bryce Drew,FALSE,0,0,0,0
2486,Marlon Garnett,FALSE,0,0,0,0
2487,Pat Garrity,FALSE,0,0,0,0
2488,Paul Grant,FALSE,0,0,0,0
2489,Matt Harpring,FALSE,0,0,0,1
2490,Al Harrington,FALSE,0,0,0,0
2491,J.R. Henderson,FALSE,0,0,0,0
2492,Larry Hughes,FALSE,0,0,0,1
2493,Randell Jackson,FALSE,0,0,0,0
2494,Sam Jacobson,FALSE,0,0,0,0
2495,Jerome James,FALSE,0,0,0,0
2496,Antawn Jamison,FALSE,1,1,0,1
2497,Damon Jones,FALSE,0,0,0,0
2498,Jonathan Kerner,FALSE,0,0,0,0
2499,Gerard King,FALSE,0,0,1,0
2500,Raef LaFrentz,FALSE,0,0,0,0
2501,Rashard Lewis,FALSE,0,1,1,0
2502,Felipe Lopez,FALSE,0,0,0,0
2503,Tyronn Lue,FALSE,0,0,2,0
2504,Sean Marks,FALSE,0,0,1,0
2505,Kelly McCarty,FALSE,0,0,0,0
2506,Jelani McCoy,FALSE,0,0,1,0
2507,Roshown McLeod,FALSE,0,0,0,0
2508,Brad Miller,FALSE,0,1,0,0
2509,Cuttino Mobley,FALSE,0,0,0,1
2510,Nazr Mohammed,FALSE,0,0,1,0
2511,Mikki Moore,FALSE,0,0,0,0
2512,Makhtar N'Diaye,FALSE,0,0,0,0
2513,Tyrone Nesby,FALSE,0,0,0,0
2514,Rasho Nesterovic,FALSE,0,0,1,0
2515,Dirk Nowitzki,TRUE,1,1,1,1
2516,Michael Olowokandi,FALSE,0,0,0,1
2517,Andrae Patterson,FALSE,0,0,0,0
2518,Ruben Patterson,FALSE,0,0,0,0
2519,Paul Pierce,TRUE,1,1,1,1
2520,Casey Shaw,FALSE,0,0,0,0
2521,Jeffrey Sheppard,FALSE,0,0,0,0
2522,Miles Simon,FALSE,0,0,0,0
2523,Alvin Sims,FALSE,0,0,0,0
2524,Brian Skinner,FALSE,0,0,0,0
2525,Ryan Stack,FALSE,0,0,0,0
2526,Vladimir Stepania,FALSE,0,0,0,0
2527,Peja Stojakovic,FALSE,0,1,1,1
2528,Bruno Sundov,FALSE,0,0,0,0
2529,Robert Traylor,FALSE,0,0,0,0
2530,Bonzi Wells,FALSE,0,0,0,0
2531,Tyson Wheeler,FALSE,0,0,0,0
2532,Jahidi White,FALSE,0,0,0,0
2533,Jason Williams,FALSE,0,0,1,1
2534,Shammond Williams,FALSE,0,0,0,0
2535,Trevor Winter,FALSE,0,0,0,0
2536,Korleone Young,FALSE,0,0,0,0
2537,Rafer Alston,FALSE,0,0,0,0
2538,Chucky Atkins,FALSE,0,0,0,1
2539,William Avery,FALSE,0,0,0,0
2540,Jonathan Bender,FALSE,0,0,0,0
2541,Calvin Booth,FALSE,0,0,0,0
2542,Lazaro Borrell,FALSE,0,0,0,0
2543,Cal Bowdler,FALSE,0,0,0,0
2544,Ryan Bowen,FALSE,0,0,0,0
2545,Ira Bowman,FALSE,0,0,0,0
2546,A.J. Bramlett,FALSE,0,0,0,0
2547,Elton Brand,FALSE,1,1,0,1
2548,Greg Buckner,FALSE,0,0,0,0
2549,Rodney Buford,FALSE,0,0,0,0
2550,Anthony Carter,FALSE,0,0,0,0
2551,John Celestand,FALSE,0,0,1,0
2552,Vonteego Cummings,FALSE,0,0,0,0
2553,Baron Davis,FALSE,0,1,0,1
2554,Derrick Dial,FALSE,0,0,0,0
2555,Obinna Ekezie,FALSE,0,0,0,0
2556,Evan Eschmeyer,FALSE,0,0,0,0
2557,Jeff Foster,FALSE,0,0,0,0
2558,Steve Francis,FALSE,1,1,0,1
2559,Devean George,FALSE,0,0,3,0
2560,Dion Glover,FALSE,0,0,0,0
2561,Adrian Griffin,FALSE,0,0,0,0
2562,Richard Hamilton,FALSE,0,1,1,0
2563,Chris Herren,FALSE,0,0,0,0
2564,Derek Hood,FALSE,0,0,0,0
2565,Rick Hughes,FALSE,0,0,0,0
2566,Jermaine Jackson,FALSE,0,0,0,0
2567,Tim James,FALSE,0,0,0,0
2568,Harold Jamison,FALSE,0,0,0,0
2569,DeMarco Johnson,FALSE,0,0,0,0
2570,Jumaine Jones,FALSE,0,0,0,0
2571,Lari Ketner,FALSE,0,0,0,0
2572,Trajan Langdon,FALSE,0,0,0,0
2573,Quincy Lewis,FALSE,0,0,0,0
2574,Todd MacCulloch,FALSE,0,0,0,0
2575,Corey Maggette,FALSE,0,0,0,0
2576,Shawn Marion,FALSE,0,1,1,1
2577,Andre Miller,FALSE,0,0,0,1
2578,Jason Miskiri,FALSE,0,0,0,0
2579,Lamar Odom,FALSE,1,0,1,1
2580,Scott Padgett,FALSE,0,0,0,0
2581,Milt Palacio,FALSE,0,0,0,0
2582,James Posey,FALSE,0,0,1,1
2583,Laron Profit,FALSE,0,0,0,0
2584,Aleksandar Radojevic,FALSE,0,0,0,0
2585,Ryan Robertson,FALSE,0,0,0,0
2586,Eddie Robinson,FALSE,0,0,0,0
2587,Michael Ruffin,FALSE,0,0,0,0
2588,Wally Szczerbiak,FALSE,0,1,0,1
2589,Jason Terry,FALSE,1,0,1,1
2590,Jamel Thomas,FALSE,0,0,0,0
2591,Kenny Thomas,FALSE,0,0,0,0
2592,Mirsad Turkcan,FALSE,0,0,0,0
2593,Wayne Turner,FALSE,0,0,0,0
2594,Dedric Willoughby,FALSE,0,0,0,0
2595,Tim Young,FALSE,0,0,0,0
2596,Courtney Alexander,FALSE,0,0,0,1
2597,Dalibor Bagaric,FALSE,0,0,0,0
2598,Erick Barkley,FALSE,0,0,0,0
2599,Raja Bell,FALSE,0,0,0,1
2600,Mark Blount,FALSE,0,0,0,0
2601,Brian Cardinal,FALSE,0,0,1,0
2602,Mateen Cleaves,FALSE,0,0,0,0
2603,Jason Collier,FALSE,0,0,0,0
2604,Sean Colson,FALSE,0,0,0,0
2605,Jamal Crawford,FALSE,1,0,0,0
2606,Keyon Dooling,FALSE,0,0,0,0
2607,Khalid El-Amin,FALSE,0,0,0,0
2608,Marcus Fizer,FALSE,0,0,0,1
2609,Ruben Garces,FALSE,0,0,0,0
2610,Eddie Gill,FALSE,0,0,0,0
2611,Steve Goodrich,FALSE,0,0,0,0
2612,A.J. Guyton,FALSE,0,0,0,0
2613,Zendon Hamilton,FALSE,0,0,0,0
2614,Jason Hart,FALSE,0,0,0,0
2615,Donnell Harvey,FALSE,0,0,0,0
2616,Eddie House,FALSE,0,0,1,0
2617,Marc Jackson,FALSE,0,0,0,1
2618,Stephen Jackson,FALSE,0,0,1,0
2619,DerMarr Johnson,FALSE,0,0,0,0
2620,Garth Joseph,FALSE,0,0,0,0
2621,Dan Langhi,FALSE,0,0,0,0
2622,Art Long,FALSE,0,0,0,0
2623,Mark Madsen,FALSE,0,0,1,0
2624,Jamaal Magloire,FALSE,0,1,0,0
2625,Kenyon Martin,FALSE,0,1,0,1
2626,Desmond Mason,FALSE,0,0,0,1
2627,Dan McClintock,FALSE,0,0,0,0
2628,Paul McPherson,FALSE,0,0,0,0
2629,Stanislav Medvedenko,FALSE,0,0,2,0
2630,Chris Mihm,FALSE,0,0,0,1
2631,Darius Miles,FALSE,0,0,0,1
2632,Mike Miller,FALSE,1,0,1,1
2633,Jerome Moiso,FALSE,0,0,0,0
2634,Hanno Mottola,FALSE,0,0,0,0
2635,Mamadou N'Diaye,FALSE,0,0,0,0
2636,Lee Nailon,FALSE,0,0,0,0
2637,Eduardo Najera,FALSE,0,0,0,0
2638,Ira Newble,FALSE,0,0,0,0
2639,Olumide Oyedeji,FALSE,0,0,0,0
2640,Andy Panko,FALSE,0,0,0,0
2641,Mike Penberthy,FALSE,0,0,1,0
2642,Morris Peterson,FALSE,0,0,0,1
2643,Chris Porter,FALSE,0,0,0,0
2644,Lavor Postell,FALSE,0,0,0,0
2645,Joel Przybilla,FALSE,0,0,0,0
2646,Michael Redd,FALSE,0,1,0,1
2647,Quentin Richardson,FALSE,0,0,0,0
2648,Terrance Roberson,FALSE,0,0,0,0
2649,Jamal Robinson,FALSE,0,0,0,0
2650,Soumaila Samake,FALSE,0,0,0,0
2651,Pepe Sanchez,FALSE,0,0,0,0
2652,Daniel Santiago,FALSE,0,0,0,0
2653,Jabari Smith,FALSE,0,0,0,1
2654,Mike Smith,FALSE,0,0,0,0
2655,DeShawn Stevenson,FALSE,0,0,1,0
2656,Stromile Swift,FALSE,0,0,0,0
2657,Dragan Tarlac,FALSE,0,0,0,0
2658,Jake Tsakalidis,FALSE,0,0,0,0
2659,Hedo Turkoglu,FALSE,1,0,0,1
2660,David Vanterpool,FALSE,0,0,0,0
2661,Wang Zhizhi,FALSE,0,0,0,0
2662,Malik Allen,FALSE,0,0,0,0
2663,Chris Andersen,FALSE,0,0,1,0
2664,Gilbert Arenas,FALSE,1,1,0,1
2665,Brandon Armstrong,FALSE,0,0,0,0
2666,Carlos Arroyo,FALSE,0,0,0,0
2667,Mengke Bateer,FALSE,0,0,1,0
2668,Shane Battier,FALSE,1,0,1,1
2669,Charlie Bell,FALSE,0,0,0,0
2670,Ruben Boumtje-Boumtje,FALSE,0,0,0,0
2671,Michael Bradley,FALSE,0,0,0,0
2672,Jamison Brewer,FALSE,0,0,0,0
2673,Primoz Brezec,FALSE,0,0,0,0
2674,Damone Brown,FALSE,0,0,0,0
2675,Ernest Brown,FALSE,0,0,0,0
2676,Kedrick Brown,FALSE,0,0,0,0
2677,Kwame Brown,FALSE,0,0,0,0
2678,Tierre Brown,FALSE,0,0,0,0
2679,Tyson Chandler,FALSE,1,1,1,1
2680,Speedy Claxton,FALSE,0,0,1,0
2681,Jarron Collins,FALSE,0,0,0,0
2682,Jason Collins,FALSE,0,0,0,0
2683,Joe Crispin,FALSE,0,0,0,0
2684,Eddy Curry,FALSE,0,0,1,0
2685,Samuel Dalembert,FALSE,1,0,0,0
2686,DeSagana Diop,FALSE,0,0,0,0
2687,Predrag Drobnjak,FALSE,0,0,0,0
2688,Maurice Evans,FALSE,0,0,0,0
2689,Isaac Fontaine,FALSE,0,0,0,0
2690,Alton Ford,FALSE,0,0,0,0
2691,Joseph Forte,FALSE,0,0,0,0
2692,Antonis Fotsis,FALSE,0,0,0,0
2693,Tremaine Fowlkes,FALSE,0,0,1,0
2694,Pau Gasol,TRUE,1,1,1,1
2695,Eddie Griffin,FALSE,0,0,0,1
2696,Tang Hamilton,FALSE,0,0,0,0
2697,Trenton Hassell,FALSE,0,0,0,0
2698,Kirk Haston,FALSE,0,0,0,0
2699,Brendan Haywood,FALSE,0,0,1,0
2700,Steven Hunter,FALSE,0,0,0,0
2701,Mike James,FALSE,0,0,1,0
2702,Mike James,FALSE,0,0,1,0
2703,Richard Jefferson,FALSE,0,0,1,1
2704,Joe Johnson,FALSE,0,1,0,1
2705,Alvin Jones,FALSE,0,0,0,0
2706,Andrei Kirilenko,FALSE,0,1,0,1
2707,Terence Morris,FALSE,0,0,0,0
2708,Troy Murphy,FALSE,0,0,0,0
2709,Dean Oliver,FALSE,0,0,0,0
2710,Tony Parker,TRUE,1,1,1,1
2711,Vladimir Radmanovic,FALSE,0,0,0,1
2712,Zach Randolph,FALSE,1,1,0,1
2713,Zeljko Rebraca,FALSE,0,0,0,1
2714,Jason Richardson,FALSE,0,0,0,1
2715,Norm Richardson,FALSE,0,0,0,0
2716,Jeryl Sasser,FALSE,0,0,0,0
2717,Kenny Satterfield,FALSE,0,0,0,0
2718,Brian Scalabrine,FALSE,0,0,1,0
2719,Ansu Sesay,FALSE,0,0,0,0
2720,Bobby Simmons,FALSE,1,0,0,0
2721,Leon Smith,FALSE,0,0,0,0
2722,Will Solomon,FALSE,0,0,0,0
2723,Etan Thomas,FALSE,0,0,0,0
2724,Jamaal Tinsley,FALSE,0,0,0,1
2725,Oscar Torres,FALSE,0,0,0,0
2726,Jeff Trepagnier,FALSE,0,0,0,0
2727,Ratko Varda,FALSE,0,0,0,0
2728,Gerald Wallace,FALSE,0,1,0,1
2729,Earl Watson,FALSE,0,0,0,0
2730,Rodney White,FALSE,0,0,0,0
2731,Loren Woods,FALSE,0,0,0,0
2732,Robert Archibald,FALSE,0,0,0,0
2733,Maceo Baston,FALSE,0,0,0,0
2734,Mike Batiste,FALSE,0,0,0,0
2735,Lonny Baxter,FALSE,0,0,0,0
2736,Carlos Boozer,FALSE,0,1,0,1
2737,J.R. Bremer,FALSE,0,0,0,1
2738,Devin Brown,FALSE,0,0,1,0
2739,Pat Burke,FALSE,0,0,0,0
2740,Caron Butler,FALSE,0,1,1,1
2741,Rasual Butler,FALSE,0,0,0,0
2742,Dan Dickau,FALSE,0,0,0,0
2743,Juan Dixon,FALSE,0,0,0,0
2744,Melvin Ely,FALSE,0,0,1,0
2745,Reggie Evans,FALSE,0,0,0,0
2746,Dan Gadzuric,FALSE,0,0,0,0
2747,Manu Ginobili,TRUE,1,1,1,1
2748,Gordan Giricek,FALSE,0,0,0,1
2749,Drew Gooden,FALSE,0,0,0,1
2750,Marcus Haislip,FALSE,0,0,0,0
2751,Adam Harrington,FALSE,0,0,0,0
2752,Junior Harrington,FALSE,0,0,0,0
2753,Juaquin Hawkins,FALSE,0,0,0,0
2754,Nene Hilario,FALSE,0,0,0,1
2755,Nate Huffman,FALSE,0,0,0,0
2756,Ryan Humphrey,FALSE,0,0,0,0
2757,Casey Jacobsen,FALSE,0,0,0,0
2758,Marko Jaric,FALSE,0,0,0,0
2759,Chris Jefferies,FALSE,0,0,0,0
2760,Jared Jeffries,FALSE,0,0,0,0
2761,Fred Jones,FALSE,0,0,0,0
2762,Sean Lampley,FALSE,0,0,0,0
2763,Tito Maddox,FALSE,0,0,0,0
2764,Roger Mason,FALSE,0,0,0,0
2765,Ronald Murray,FALSE,0,0,0,0
2766,Bostjan Nachbar,FALSE,0,0,0,0
2767,Mehmet Okur,FALSE,0,1,1,0
2768,Chris Owens,FALSE,0,0,0,0
2769,Jannero Pargo,FALSE,0,0,0,0
2770,Smush Parker,FALSE,0,0,0,0
2771,Tayshaun Prince,FALSE,0,0,1,1
2772,Igor Rakocevic,FALSE,0,0,0,0
2773,Efthimi Rentzias,FALSE,0,0,0,0
2774,Antoine Rigaudeau,FALSE,0,0,0,0
2775,Guy Rucker,FALSE,0,0,0,0
2776,Kareem Rush,FALSE,0,0,0,0
2777,John Salmons,FALSE,0,0,0,0
2778,Jamal Sampson,FALSE,0,0,0,0
2779,Predrag Savovic,FALSE,0,0,0,0
2780,Paul Shirley,FALSE,0,0,0,0
2781,Tamar Slay,FALSE,0,0,0,0
2782,Amar'e Stoudemire,FALSE,1,1,0,1
2783,Cezary Trybanski,FALSE,0,0,0,0
2784,Nikoloz Tskitishvili,FALSE,0,0,0,0
2785,Dajuan Wagner,FALSE,0,0,0,0
2786,Jiri Welsch,FALSE,0,0,0,0
2787,Chris Wilcox,FALSE,0,0,0,0
2788,Mike Wilks,FALSE,0,0,1,0
2789,Frank Williams,FALSE,0,0,0,0
2790,Jay Williams,FALSE,0,1,0,0
2791,Qyntel Woods,FALSE,0,0,0,0
2792,Vincent Yarbrough,FALSE,0,0,0,0
2793,Carmelo Anthony,FALSE,1,1,0,1
2794,Marcus Banks,FALSE,0,0,0,0
2795,Leandro Barbosa,FALSE,1,0,1,0
2796,Matt Barnes,FALSE,0,0,1,0
2797,Jerome Beasley,FALSE,0,0,0,0
2798,Troy Bell,FALSE,0,0,0,0
2799,Steve Blake,FALSE,0,0,0,0
2800,Keith Bogans,FALSE,0,0,0,0
2801,Curtis Borchardt,FALSE,0,0,0,0
2802,Chris Bosh,TRUE,0,1,1,1
2803,Torraye Braggs,FALSE,0,0,0,0
2804,Zarko Cabarkapa,FALSE,0,0,0,0
2805,Matt Carroll,FALSE,0,0,0,0
2806,Maurice Carter,FALSE,0,0,0,0
2807,Brian Cook,FALSE,0,0,0,0
2808,Omar Cook,FALSE,0,0,0,0
2809,Marquis Daniels,FALSE,0,0,0,1
2810,Josh Davis,FALSE,0,0,0,0
2811,Boris Diaw,FALSE,1,0,1,0
2812,Kaniel Dickens,FALSE,0,0,0,0
2813,Ronald Dupree,FALSE,0,0,0,0
2814,Ndudi Ebi,FALSE,0,0,0,0
2815,Francisco Elson,FALSE,0,0,1,0
2816,Desmond Ferguson,FALSE,0,0,0,0
2817,T.J. Ford,FALSE,0,0,0,1
2818,Richie Frahm,FALSE,0,0,0,0
2819,Hiram Fuller,FALSE,0,0,0,0
2820,Reece Gaines,FALSE,0,0,0,0
2821,Alex Garcia,FALSE,0,0,0,0
2822,Willie Green,FALSE,0,0,0,0
2823,Ben Handlogten,FALSE,0,0,0,0
2824,Travis Hansen,FALSE,0,0,0,0
2825,Udonis Haslem,FALSE,0,0,1,1
2826,Jarvis Hayes,FALSE,0,0,0,1
2827,Kirk Hinrich,FALSE,0,0,0,1
2828,Josh Howard,FALSE,0,1,0,1
2829,Brandon Hunter,FALSE,0,0,0,0
2830,LeBron James,FALSE,1,1,1,1
2831,Britton Johnsen,FALSE,0,0,0,0
2832,Linton Johnson,FALSE,0,0,1,0
2833,Dahntay Jones,FALSE,0,0,1,0
2834,James Jones,FALSE,1,1,0,1
2835,Chris Kaman,FALSE,0,1,0,0
2836,Jason Kapono,FALSE,0,0,1,0
2837,Kyle Korver,FALSE,1,1,0,0
2838,Maciej Lampe,FALSE,0,0,0,0
2839,Raul Lopez,FALSE,0,0,0,0
2840,Keith McLeod,FALSE,0,0,0,0
2841,Darko Milicic,FALSE,0,0,1,0
2842,Travis Outlaw,FALSE,0,0,0,0
2843,Zaza Pachulia,FALSE,0,0,1,0
2844,Sasha Pavlovic,FALSE,0,0,0,0
2845,Desmond Penigar,FALSE,0,0,0,0
2846,Kirk Penney,FALSE,0,0,0,0
2847,Kendrick Perkins,FALSE,0,0,1,0
2848,Mickael Pietrus,FALSE,0,0,0,0
2849,Zoran Planinic,FALSE,0,0,0,0
2850,Luke Ridnour,FALSE,0,0,0,0
2851,Theron Smith,FALSE,0,0,0,0
2852,Darius Songaila,FALSE,0,0,0,0
2853,Mike Sweetney,FALSE,0,0,0,0
2854,Ime Udoka,FALSE,0,0,0,0
2855,Slavko Vranes,FALSE,0,0,0,0
2856,Dwyane Wade,TRUE,1,1,1,1
2857,Luke Walton,FALSE,0,0,2,0
2858,David West,FALSE,0,1,1,0
2859,Mo Williams,FALSE,0,1,1,0
2860,Tony Allen,FALSE,0,0,1,1
2861,Rafael Araujo,FALSE,0,0,0,0
2862,Trevor Ariza,FALSE,0,0,1,0
2863,Maurice Baker,FALSE,0,0,0,0
2864,Andre Barrett,FALSE,0,0,0,0
2865,Andris Biedrins,FALSE,0,0,0,0
2866,Tony Bobbitt,FALSE,0,0,0,0
2867,Matt Bonner,FALSE,0,0,1,0
2868,Antonio Burks,FALSE,0,0,0,0
2869,Jackie Butler,FALSE,0,0,1,0
2870,Geno Carlisle,FALSE,0,0,0,0
2871,Lionel Chalmers,FALSE,0,0,0,0
2872,Josh Childress,FALSE,0,0,0,1
2873,Nick Collison,FALSE,0,0,0,0
2874,Erik Daniels,FALSE,0,0,0,0
2875,Carlos Delfino,FALSE,0,0,0,0
2876,Luol Deng,FALSE,1,1,0,1
2877,Chris Duhon,FALSE,0,0,0,0
2878,Corsley Edwards,FALSE,0,0,0,0
2879,John Edwards,FALSE,0,0,0,0
2880,Andre Emmett,FALSE,0,0,0,0
2881,Luis Flores,FALSE,0,0,0,0
2882,Matt Freije,FALSE,0,0,0,0
2883,Ben Gordon,FALSE,1,0,0,1
2884,Devin Harris,FALSE,0,1,0,0
2885,David Harrison,FALSE,0,0,0,0
2886,Dwight Howard,FALSE,1,1,1,1
2887,Kris Humphries,FALSE,0,0,0,0
2888,Andre Iguodala,FALSE,1,1,1,1
2889,Didier Ilunga-Mbenga,FALSE,0,0,2,0
2890,Royal Ivey,FALSE,0,0,0,0
2891,Al Jefferson,FALSE,0,0,1,1
2892,Horace Jenkins,FALSE,0,0,0,0
2893,Mario Kasun,FALSE,0,0,0,0
2894,Viktor Khryapa,FALSE,0,0,0,0
2895,Brandin Knight,FALSE,0,0,0,0
2896,Nenad Krstic,FALSE,0,0,0,1
2897,Ibo Kutluay,FALSE,0,0,0,0
2898,Shaun Livingston,FALSE,0,0,1,0
2899,Kevin Martin,FALSE,0,0,0,0
2900,Jameer Nelson,FALSE,0,1,0,1
2901,Andres Nocioni,FALSE,0,0,0,0
2902,Emeka Okafor,FALSE,1,0,0,1
2903,Pavel Podkolzin,FALSE,0,0,0,0
2904,Justin Reed,FALSE,0,0,0,0
2905,Jared Reiner,FALSE,0,0,0,0
2906,Bernard Robinson,FALSE,0,0,0,0
2907,Quinton Ross,FALSE,0,0,0,0
2908,Ha Seung-Jin,FALSE,0,0,0,0
2909,Donta Smith,FALSE,0,0,0,0
2910,J.R. Smith,FALSE,1,0,1,0
2911,Josh Smith,FALSE,0,0,0,1
2912,Kirk Snyder,FALSE,0,0,0,0
2913,Pape Sow,FALSE,0,0,0,0
2914,Awvee Storey,FALSE,0,0,0,0
2915,Robert Swift,FALSE,0,0,0,0
2916,Yuta Tabuse,FALSE,0,0,0,0
2917,Sebastian Telfair,FALSE,0,0,0,0
2918,Billy Thomas,FALSE,0,0,0,0
2919,James Thomas,FALSE,0,1,0,1
2920,Beno Udrih,FALSE,0,0,1,0
2921,Anderson Varejao,FALSE,0,0,0,1
2922,Jackson Vroman,FALSE,0,0,0,0
2923,Sasha Vujacic,FALSE,0,0,1,0
2924,Delonte West,FALSE,0,0,0,0
2925,Damien Wilkins,FALSE,0,0,0,0
2926,Dorell Wright,FALSE,0,0,1,0
2927,Alex Acker,FALSE,0,0,0,0
