,Player,Hall_of_Fame,Awards,All_Star,Championships,All_Nbas
1201,Ron Carter,FALSE,0,0,0,0
1202,Maurice Cheeks,TRUE,0,1,1,1
1203,Michael Cooper,TRUE,1,0,1,1
1204,Wayne Cooper,FALSE,0,0,0,0
1205,Dave Corzine,FALSE,0,0,0,0
1206,Geoff Crompton,FALSE,0,0,0,0
1207,Harry Davis,FALSE,0,0,0,0
1208,Bob Elliott,FALSE,0,0,0,0
1209,Ray Epps,FALSE,0,0,0,0
1210,Phil Ford,FALSE,1,0,0,1
1211,Jack Givens,FALSE,0,0,0,0
1212,Tommie Green,FALSE,0,0,0,0
1213,Lars Hansen,FALSE,0,0,0,0
1214,James Hardy,FALSE,0,0,0,0
1215,Keith Herron,FALSE,0,0,0,0
1216,Kenny Higgs,FALSE,0,0,0,0
1217,Essie Hollis,FALSE,0,0,0,0
1218,Otis Howard,FALSE,0,0,0,0
1219,Clemon Johnson,FALSE,0,0,1,0
1220,Jeff Judkins,FALSE,0,0,0,0
1221,Joel Kramer,FALSE,0,0,0,0
1222,Butch Lee,FALSE,0,0,1,0
1223,John Long,FALSE,0,0,1,0
1224,Billy McKinney,FALSE,0,0,0,0
1225,Mike Mitchell,FALSE,0,1,0,0
1226,John Olive,FALSE,0,0,0,0
1227,Roger Phegley,FALSE,0,0,0,0
1228,Stan Pietkiewicz,FALSE,0,0,0,0
1229,Wayne Radford,FALSE,0,0,0,0
1230,Marlon Redmond,FALSE,0,0,0,0
1231,Rick Robey,FALSE,0,0,1,0
1232,Jackie Robinson,FALSE,0,0,1,0
1233,John Rudd,FALSE,0,0,0,0
1234,Frankie Sanders,FALSE,0,0,0,0
1235,Purvis Short,FALSE,0,0,0,0
1236,Sam Smith,FALSE,0,0,1,0
1237,Sam Smith,FALSE,0,0,1,0
1238,Reggie Theus,FALSE,0,1,0,1
1239,Mychal Thompson,FALSE,0,0,1,1
1240,Raymond Townsend,FALSE,0,0,0,0
1241,Terry Tyler,FALSE,0,0,0,1
1242,Andre Wakefield,FALSE,0,0,0,0
1243,Jerome Whitehead,FALSE,0,0,0,0
1244,Freeman Williams,FALSE,0,0,0,0
1245,Rick Wilson,FALSE,0,0,0,0
1246,James Bailey,FALSE,0,0,0,0
1247,Lawrence Boston,FALSE,0,0,0,0
1248,Dudley Bradley,FALSE,0,0,0,1
1249,Bill Cartwright,FALSE,0,1,1,1
1250,Jeff Cook,FALSE,0,0,0,0
1251,Hollis Copeland,FALSE,0,0,0,0
1252,John Coughran,FALSE,0,0,0,0
1253,Terry Crosby,FALSE,0,0,0,0
1254,Pat Cummings,FALSE,0,0,0,0
1255,Paul Dawkins,FALSE,0,0,0,0
1256,Greg Deane,FALSE,0,0,0,0
1257,Larry Demic,FALSE,0,0,0,0
1258,Terry Duerod,FALSE,0,0,1,0
1259,Earl Evans,FALSE,0,0,0,0
1260,Mike Evans,FALSE,0,0,0,0
1261,Gary Garland,FALSE,0,0,0,0
1262,Dave Greenwood,FALSE,0,0,1,1
1263,Roy Hamilton,FALSE,0,0,0,0
1264,Gerald Henderson,FALSE,0,0,1,0
1265,Gerald Henderson,FALSE,0,0,1,0
1266,Johnny High,FALSE,0,0,0,0
1267,Brad Holland,FALSE,0,0,1,0
1268,Phil Hubbard,FALSE,0,0,0,0
1269,Geoff Huston,FALSE,0,0,0,0
1270,Abdul Jeelani,FALSE,0,0,0,0
1271,Cheese Johnson,FALSE,0,0,0,0
1272,Vinnie Johnson,FALSE,0,0,1,0
1273,Major Jones,FALSE,0,0,0,0
1274,Greg Kelser,FALSE,0,0,0,0
1275,Irv Kiffin,FALSE,0,0,0,0
1276,Carl Kilpatrick,FALSE,0,0,0,0
1277,Reggie King,FALSE,0,0,0,0
1278,Arvid Kramer,FALSE,0,0,0,0
1279,Allen Leavell,FALSE,0,0,0,0
1280,Ollie Mack,FALSE,0,0,0,0
1281,Steve Malovic,FALSE,0,0,0,0
1282,Paul Mokeski,FALSE,0,0,0,0
1283,Sidney Moncrief,TRUE,1,1,0,1
1284,Calvin Natt,FALSE,0,1,0,1
1285,Sylvester Norris,FALSE,0,0,0,0
1286,Wiley Peck,FALSE,0,0,0,0
1287,Sam Pellom,FALSE,0,0,0,0
1288,Clint Richardson,FALSE,0,0,1,0
1289,Cliff Robinson,FALSE,1,1,0,1
1290,Jim Spanarkel,FALSE,0,0,0,0
1291,Bernard Toone,FALSE,0,0,0,0
1292,Duck Williams,FALSE,0,0,1,1
1293,Sly Williams,FALSE,0,0,0,0
1294,Bubba Wilson,FALSE,0,0,0,0
1295,Tony Zeno,FALSE,0,0,0,0
1296,Darrell Allums,FALSE,0,0,0,0
1297,Norman Black,FALSE,0,0,0,0
1298,Dave Britton,FALSE,0,0,0,0
1299,Michael Brooks,FALSE,0,0,0,0
1300,Lewis Brown,FALSE,0,0,0,0
1301,Rickey Brown,FALSE,0,0,0,0
1302,Butch Carter,FALSE,0,0,0,0
1303,Reggie Carter,FALSE,0,0,0,0
1304,Art Collins,FALSE,0,0,0,0
1305,Don Collins,FALSE,0,0,0,0
1306,Darwin Cook,FALSE,0,0,0,0
1307,Earl Cureton,FALSE,0,0,1,0
1308,Monti Davis,FALSE,0,0,0,0
1309,James Donaldson,FALSE,0,1,0,0
1310,Larry Drew,FALSE,0,0,0,0
1311,Larry Drew,FALSE,0,0,0,0
1312,Ralph Drollinger,FALSE,0,0,0,0
1313,John Duren,FALSE,0,0,0,0
1314,Tony Fuller,FALSE,0,0,0,0
1315,Calvin Garrett,FALSE,0,0,0,0
1316,Mike Gminski,FALSE,0,0,0,0
1317,Darrell Griffith,FALSE,1,0,0,1
1318,Bill Hanzlik,FALSE,0,0,0,1
1319,Alan Hardy,FALSE,0,0,0,0
1320,Mike Harper,FALSE,0,0,0,0
1321,Cedrick Hordges,FALSE,0,0,0,0
1322,Tony Jackson,FALSE,0,1,0,0
1323,Tony Jackson,FALSE,0,1,0,0
1324,Lee Johnson,FALSE,0,1,0,1
1325,Reggie Johnson,FALSE,0,0,1,0
1326,Edgar Jones,FALSE,0,0,0,0
1327,Walter Jordan,FALSE,0,0,0,0
1328,Clarence Kea,FALSE,0,0,0,0
1329,Chad Kinch,FALSE,0,0,0,0
1330,Wayne Kreklow,FALSE,0,0,0,0
1331,Bill Laimbeer,FALSE,0,1,1,0
1332,Edmund Lawrence,FALSE,0,0,0,0
1333,Ronnie Lester,FALSE,0,0,1,0
1334,Kyle Macy,FALSE,0,0,0,0
1335,Rick Mahorn,FALSE,0,0,1,1
1336,Wes Matthews,FALSE,0,0,0,0
1337,Bill Mayfield,FALSE,0,0,0,0
1338,Keith McCord,FALSE,0,0,0,0
1339,Dick Miller,FALSE,0,0,0,0
1340,Johnny Moore,FALSE,0,0,0,0
1341,Lowes Moore,FALSE,0,0,0,0
1342,Kenny Natt,FALSE,0,0,0,0
1343,Carl Nicks,FALSE,0,0,0,0
1344,Mike Niles,FALSE,0,0,0,0
1345,Mike O'Koren,FALSE,0,0,0,0
1346,Jawann Oldham,FALSE,0,0,0,0
1347,Louis Orr,FALSE,0,0,0,0
1348,Myles Patrick,FALSE,0,0,0,0
1349,Tony Price,FALSE,0,0,0,0
1350,Wally Rank,FALSE,0,0,0,0
1351,Kelvin Ransey,FALSE,0,0,0,1
1352,James Ray,FALSE,1,1,1,1
1353,Billy Reid,FALSE,0,0,0,0
1354,Wayne Robinson,FALSE,0,0,0,0
1355,Lorenzo Romar,FALSE,0,0,0,0
1356,DeWayne Scales,FALSE,0,0,0,0
1357,Craig Shelton,FALSE,0,0,0,0
1358,Jerry Sichting,FALSE,0,0,1,0
1359,Larry Smith,FALSE,0,0,0,1
1360,Rory Sparrow,FALSE,1,0,0,0
1361,John Stroud,FALSE,0,0,0,0
1362,Carlos Terry,FALSE,0,0,1,0
1363,Andrew Toney,FALSE,0,1,1,0
1364,Ronnie Valentine,FALSE,0,0,0,0
1365,Kiki Vandeweghe,FALSE,0,1,0,0
1366,Brett Vroman,FALSE,0,0,0,0
1367,Hawkeye Whitney,FALSE,0,0,0,0
1368,Michael Wiley,FALSE,0,0,0,0
1369,James Wilkes,FALSE,0,0,0,0
1370,Jeff Wilkins,FALSE,0,0,0,0
1371,Mike Woodson,FALSE,0,0,0,0
1372,Sam Worthen,FALSE,0,0,0,0
1373,Mark Aguirre,FALSE,0,1,1,0
1374,Danny Ainge,FALSE,0,1,1,0
1375,Carl Bailey,FALSE,0,0,0,0
1376,Gene Banks,FALSE,0,0,0,0
1377,Rolando Blackman,FALSE,0,1,0,0
1378,Ray Blume,FALSE,0,0,0,0
1379,Alex Bradley,FALSE,0,0,0,0
1380,Charles Bradley,FALSE,0,0,0,0
1381,Brad Branson,FALSE,0,0,0,0
1382,Jim Brogan,FALSE,0,0,0,0
1383,Roger Burkman,FALSE,0,0,0,0
1384,David Burns,FALSE,0,0,0,0
1385,Bobby Cattage,FALSE,0,0,0,0
1386,Tom Chambers,FALSE,1,1,0,1
1387,Joe Cooper,FALSE,0,0,0,0
1388,Charles Davis,FALSE,0,0,0,0
1389,Kenny Dennard,FALSE,0,0,0,0
1390,Mickey Dillard,FALSE,0,0,0,0
1391,John Douglas,FALSE,0,0,0,0
1392,Craig Dykema,FALSE,0,0,0,0
1393,Franklin Edwards,FALSE,0,0,1,0
1394,Petur Gudmundsson,FALSE,0,0,0,0
1395,Glenn Hagan,FALSE,0,0,0,0
1396,Steve Hayes,FALSE,0,0,0,0
1397,Tracy Jackson,FALSE,0,0,0,0
1398,Clay Johnson,FALSE,0,0,1,0
1399,Frank Johnson,FALSE,0,0,0,0
1400,Steve Johnson,FALSE,0,1,0,0
1401,Albert King,FALSE,0,0,0,0
1402,Jeff Lamp,FALSE,0,0,1,0
1403,Rock Lee,FALSE,0,0,0,0
1404,Alton Lister,FALSE,0,0,0,0
1405,Lewis Lloyd,FALSE,0,0,0,0
1406,Kevin Loder,FALSE,0,0,0,0
1407,Rudy Macklin,FALSE,0,0,0,0
1408,John McCullough,FALSE,0,0,0,0
1409,Hank McDowell,FALSE,0,0,0,0
1410,Mike McGee,FALSE,0,0,1,0
1411,Kevin McKenna,FALSE,0,0,1,0
1412,Larry Nance,FALSE,0,1,0,1
1413,Larry Nance,FALSE,0,1,0,1
1414,Kurt Nimphius,FALSE,0,0,0,0
1415,Mark Radford,FALSE,0,0,0,0
1416,Ed Rains,FALSE,0,0,0,0
1417,Kurt Rambis,FALSE,0,0,1,0
1418,Jeff Ruland,FALSE,0,1,0,1
1419,Danny Schayes,FALSE,0,0,0,0
1420,Jim Smith,FALSE,0,0,0,0
1421,Larry Spriggs,FALSE,0,0,1,0
1422,Ray Tolbert,FALSE,0,0,0,0
1423,Kelly Tripucka,FALSE,0,1,0,1
1424,Elston Turner,FALSE,0,0,0,0
1425,Darnell Valentine,FALSE,0,0,0,0
1426,Pete Verhoeven,FALSE,0,0,0,0
1427,Jay Vincent,FALSE,0,0,0,1
1428,Danny Vranes,FALSE,0,0,0,1
1429,Buck Williams,FALSE,1,1,0,1
1430,Herb Williams,FALSE,0,0,0,0
1431,Garry Witts,FALSE,0,0,0,0
1432,Al Wood,FALSE,0,0,0,0
1433,Howard Wood,FALSE,0,0,0,0
1434,Orlando Woolridge,FALSE,0,0,0,0
1435,Rich Yonakor,FALSE,0,0,0,0
1436,Dwight Anderson,FALSE,0,0,0,0
1437,J.J. Anderson,FALSE,0,0,0,0
1438,Richard Anderson,FALSE,0,0,0,0
1439,John Bagley,FALSE,0,0,0,0
1440,Dave Batton,FALSE,0,0,0,0
1441,Lester Conner,FALSE,0,0,0,0
1442,Chubby Cox,FALSE,0,0,0,0
1443,Terry Cummings,FALSE,1,1,0,1
1444,Quintin Dailey,FALSE,0,0,0,1
1445,Mark Eaton,FALSE,1,1,0,1
1446,Jerry Eaves,FALSE,0,0,0,0
1447,Keith Edmonson,FALSE,0,0,0,0
1448,Chris Engler,FALSE,0,0,0,0
1449,Bruce Flowers,FALSE,0,0,0,0
1450,Sleepy Floyd,FALSE,0,1,0,0
1451,Bill Garnett,FALSE,0,0,0,0
1452,John Greig,FALSE,0,0,0,0
1453,Scott Hastings,FALSE,0,0,1,0
1454,Rod Higgins,FALSE,0,0,0,0
1455,Craig Hodges,FALSE,0,0,1,0
1456,Marc Iavaroni,FALSE,0,0,1,0
1457,Jim Johnstone,FALSE,0,0,0,0
1458,Hutch Jones,FALSE,0,0,0,0
1459,Clark Kellogg,FALSE,0,0,0,1
1460,Joe Kopicki,FALSE,0,0,0,0
1461,Fat Lever,FALSE,0,1,0,1
1462,Cliff Levingston,FALSE,0,0,1,0
1463,Steve Lingenfelter,FALSE,0,0,0,0
1464,Dave Magley,FALSE,0,0,0,0
1465,Mark McNamara,FALSE,0,0,1,0
1466,Guy Morgan,FALSE,0,0,0,0
1467,Ed Nealy,FALSE,0,0,1,0
1468,Chuck Nevitt,FALSE,0,0,1,0
1469,Audie Norris,FALSE,0,0,0,0
1470,Eddie Phillips,FALSE,0,0,0,0
1471,Ricky Pierce,FALSE,1,1,0,0
1472,Charles Pittman,FALSE,0,0,0,0
1473,Paul Pressey,FALSE,0,0,0,1
1474,Oliver Robinson,FALSE,0,0,0,0
1475,Walker Russell,FALSE,0,0,0,0
1476,Walker Russell,FALSE,0,0,0,0
1477,Mike Sanders,FALSE,0,0,0,0
1478,Russ Schoene,FALSE,0,0,0,0
1479,Ed Sherod,FALSE,0,0,0,0
1480,Jose Slaughter,FALSE,0,0,0,0
1481,Derek Smith,FALSE,0,0,0,0
1482,Brook Steppe,FALSE,0,0,0,0
1483,Jeff Taylor,FALSE,0,0,0,0
1484,Vince Taylor,FALSE,0,0,0,0
1485,Terry Teagle,FALSE,0,0,0,0
1486,David Thirdkill,FALSE,0,0,1,0
1487,Corny Thompson,FALSE,0,0,0,0
1488,LaSalle Thompson,FALSE,0,0,0,0
1489,Darren Tillis,FALSE,0,0,0,0
1490,Linton Townes,FALSE,0,0,0,0
1491,Trent Tucker,FALSE,0,0,1,0
1492,Bryan Warrick,FALSE,0,0,0,0
1493,Rory White,FALSE,0,0,0,0
1494,Rickey Williams,FALSE,0,0,0,0
1495,Rob Williams,FALSE,0,0,0,0
1496,Jim Zoet,FALSE,0,0,0,0
1497,Ken Austin,FALSE,0,0,0,0
1498,Thurl Bailey,FALSE,1,0,0,1
1499,Randy Breuer,FALSE,0,0,0,0
1500,Wallace Bryant,FALSE,0,0,0,0
1501,Howard Carter,FALSE,0,0,0,0
1502,Carlos Clark,FALSE,0,0,1,0
1503,Leroy Combs,FALSE,0,0,0,0
1504,Russell Cross,FALSE,0,0,0,0
1505,Darren Daye,FALSE,0,0,0,0
1506,Craig Ehlo,FALSE,0,0,0,0
1507,Dale Ellis,FALSE,1,1,0,1
1508,Rod Foster,FALSE,0,0,0,0
1509,John Garris,FALSE,0,0,0,0
1510,Mike Gibson,FALSE,0,0,0,0
1511,Stewart Granger,FALSE,0,0,0,0
1512,Sidney Green,FALSE,0,0,0,0
1513,Bob Hansen,FALSE,0,0,1,0
1514,Derek Harper,FALSE,0,0,0,1
1515,Roy Hinson,FALSE,0,0,0,0
1516,Charles Jones,FALSE,0,1,0,1
1517,Charles Jones,FALSE,0,1,0,1
1518,Charles Jones,FALSE,0,1,0,1
1519,Mark Jones,FALSE,0,0,0,0
1520,Mark Jones,FALSE,0,0,0,0
1521,Greg Kite,FALSE,0,0,1,0
1522,Bruce Kuczenski,FALSE,0,0,0,0
1523,Darrell Lockhart,FALSE,0,0,0,0
1524,Sidney Lowe,FALSE,0,0,0,0
1525,Jeff Malone,FALSE,0,1,0,1
1526,Pace Mannion,FALSE,0,0,0,0
1527,Rodney McCray,FALSE,0,0,1,1
1528,Scooter McCray,FALSE,0,0,0,0
1529,Larry Micheaux,FALSE,0,0,0,0
1530,Bob Miller,FALSE,0,0,0,0
1531,John Paxson,FALSE,0,0,1,0
1532,John Pinone,FALSE,0,0,0,0
1533,Tom Piotrowski,FALSE,0,0,0,0
1534,Leo Rautins,FALSE,0,0,0,0
1535,Doc Rivers,FALSE,1,1,0,0
1536,Fred Roberts,FALSE,0,0,0,0
1537,Byron Scott,FALSE,0,0,1,1
1538,Steve Stipanovich,FALSE,0,0,0,1
1539,Jon Sundvold,FALSE,0,0,0,0
1540,Dane Suttle,FALSE,0,0,0,0
1541,Jim Thomas,FALSE,0,1,0,0
1542,Paul Thompson,FALSE,0,0,0,0
1543,Sedale Threatt,FALSE,0,0,0,0
1544,Granville Waiters,FALSE,0,0,0,0
1545,Darrell Walker,FALSE,0,0,1,1
1546,Brant Weidner,FALSE,0,0,0,0
1547,Mark West,FALSE,0,0,0,0
1548,Ennis Whatley,FALSE,0,0,0,0
1549,Mitchell Wiggins,FALSE,0,0,0,0
1550,Kevin Williams,FALSE,0,0,0,0
1551,Michael Wilson,FALSE,0,0,0,0
1552,Randy Wittman,FALSE,0,0,0,0
1553,Chuck Aleksinas,FALSE,0,0,0,0
1554,Ron Anderson,FALSE,0,0,0,0
1555,Ken Bannister,FALSE,0,0,0,0
1556,Cory Blackwell,FALSE,0,0,0,0
1557,Sam Bowie,FALSE,0,0,0,1
1558,Frank Brickowski,FALSE,0,0,0,0
1559,Tony Brown,FALSE,0,0,0,0
1560,Steve Burtt,FALSE,0,0,0,0
1561,Michael Cage,FALSE,0,0,0,0
1562,Tony Campbell,FALSE,0,0,1,0
1563,Rick Carlisle,FALSE,0,0,1,0
1564,Antoine Carr,FALSE,0,0,0,0
1565,Ron Cavenall,FALSE,0,0,0,0
1566,Steve Colter,FALSE,0,0,0,0
1567,Devin Durrant,FALSE,0,0,0,0
1568,Kenton Edelin,FALSE,0,0,0,0
1569,Kenny Fields,FALSE,0,0,0,0
1570,Vern Fleming,FALSE,0,0,0,0
1571,Lancaster Gordon,FALSE,0,0,0,0
1572,Butch Graves,FALSE,0,0,0,0
1573,Stuart Gray,FALSE,0,0,0,0
1574,Jay Humphries,FALSE,0,0,0,0
1575,Ralph Jackson,FALSE,0,0,0,0
1576,Earl Jones,FALSE,0,0,0,0
1577,Ozell Jones,FALSE,0,0,0,0
1578,Jerome Kersey,FALSE,0,0,1,0
1579,Tim McCormick,FALSE,0,0,0,0
1580,Jay Murphy,FALSE,0,0,0,0
1581,Sam Perkins,FALSE,0,0,0,1
1582,Jim Petersen,FALSE,0,0,0,0
1583,Gary Plummer,FALSE,0,0,0,0
1584,David Pope,FALSE,0,0,0,0
1585,Alvin Robertson,FALSE,1,1,0,1
1586,Wayne Sappleton,FALSE,0,0,0,0
1587,Tom Scheffler,FALSE,0,0,0,0
1588,John Schweitz,FALSE,0,0,0,0
1589,Tom Sewell,FALSE,0,0,0,0
1590,Charlie Sitton,FALSE,0,0,0,0
1591,Tom Sluby,FALSE,0,0,0,0
1592,Terence Stansbury,FALSE,0,0,0,0
1593,Peter Thibeaux,FALSE,0,0,0,0
1594,Bernard Thompson,FALSE,0,0,0,0
1595,Otis Thorpe,FALSE,0,1,1,0
1596,Jeff Turner,FALSE,0,0,0,0
1597,Melvin Turpin,FALSE,0,0,0,0
1598,Willie White,FALSE,0,0,0,0
1599,Dale Wilkinson,FALSE,0,0,0,0
1600,Guy Williams,FALSE,0,0,0,0
1601,Kevin Willis,FALSE,0,1,1,1
1602,Othell Wilson,FALSE,0,0,0,0
1603,Leon Wood,FALSE,0,0,0,0
1604,Danny Young,FALSE,0,0,0,0
1605,Michael Young,FALSE,0,0,0,0
1606,Michael Adams,FALSE,0,1,0,0
1607,John Battle,FALSE,0,0,0,0
1608,Benoit Benjamin,FALSE,0,0,0,0
1609,Uwe Blab,FALSE,0,0,0,0
1610,Manute Bol,FALSE,0,0,0,1
1611,Mike Brittain,FALSE,0,0,0,0
1612,Terry Catledge,FALSE,0,0,0,0
1613,Lorenzo Charles,FALSE,0,0,0,0
1614,Fred Cofield,FALSE,0,0,0,0
1615,David Cooke,FALSE,0,0,0,0
1616,Tyrone Corbin,FALSE,0,0,0,0
1617,Ron Crevier,FALSE,0,0,0,0
1618,Jeff Cross,FALSE,0,0,0,0
1619,Georgi Glouchkov,FALSE,0,0,0,0
1620,A.C. Green,FALSE,0,1,1,1
1621,Ken Green,FALSE,0,1,0,1
1622,Kenny Green,FALSE,0,0,0,0
1623,Claude Gregory,FALSE,0,0,0,0
1624,Steve Harris,FALSE,0,0,0,0
1625,Jerome Henderson,FALSE,0,0,1,0
1626,Carl Henry,FALSE,0,0,0,0
1627,Alfredrick Hughes,FALSE,0,0,0,0
1628,Ken Johnson,FALSE,1,0,0,0
1629,Ken Johnson,FALSE,1,0,0,0
1630,Yvon Joseph,FALSE,0,0,0,0
1631,Harold Keeling,FALSE,0,0,0,0
1632,Joe Kleine,FALSE,0,0,1,0
1633,Jon Koncak,FALSE,0,0,0,0
1634,Keith Lee,FALSE,0,0,0,0
1635,Bill Martin,FALSE,0,0,0,0
1636,Brian Martin,FALSE,0,0,0,0
1637,Dwayne McClain,FALSE,0,0,0,0
1638,Xavier McDaniel,FALSE,0,1,0,1
1639,Ben McDonald,FALSE,0,0,0,0
1640,Chris McNealy,FALSE,0,0,0,0
1641,Dirk Minniefield,FALSE,0,0,0,0
1642,Perry Moss,FALSE,0,0,0,0
1643,Charles Oakley,FALSE,0,1,0,1
1644,Michael Phelps,FALSE,0,0,0,0
1645,Ed Pinckney,FALSE,0,0,0,0
1646,Terry Porter,FALSE,1,1,0,0
1647,Blair Rasmussen,FALSE,0,0,0,0
1648,Jerry Reynolds,FALSE,0,0,0,0
1649,Derrick Rowland,FALSE,0,0,0,0
1650,Detlef Schrempf,FALSE,1,1,0,1
1651,Carey Scurry,FALSE,0,0,0,0
1652,Mike Smrek,FALSE,0,0,2,0
1653,Alex Stivrins,FALSE,0,0,0,0
1654,Greg Stokes,FALSE,0,0,0,0
1655,Bob Thornton,FALSE,0,0,0,0
1656,Wayman Tisdale,FALSE,0,0,0,0
1657,Sedric Toney,FALSE,0,0,0,0
1658,Nick Vanos,FALSE,0,0,0,0
1659,Sam Vincent,FALSE,0,0,1,0
1660,Spud Webb,FALSE,0,0,0,0
1661,Bill Wennington,FALSE,0,0,1,0
1662,Gerald Wilkins,FALSE,0,0,0,0
1663,Pete Williams,FALSE,0,0,0,0
1664,Voise Winters,FALSE,0,0,0,0
1665,Rafael Addison,FALSE,0,0,0,0
1666,Mark Alarie,FALSE,0,0,0,0
1667,William Bedford,FALSE,0,0,1,0
1668,Walter Berry,FALSE,0,0,0,0
1669,Joe Binion,FALSE,0,0,0,0
1670,Adrian Branch,FALSE,0,0,1,0
1671,Mike Brown,FALSE,0,0,0,0
1672,Ben Coleman,FALSE,0,0,0,0
1673,Dell Curry,FALSE,1,0,0,0
1674,Brad Daugherty,FALSE,0,1,0,1
1675,Johnny Dawkins,FALSE,0,0,0,0
1676,Bruce Douglas,FALSE,0,0,0,0
1677,Greg Dreiling,FALSE,0,0,0,0
1678,Kevin Duckworth,FALSE,1,1,0,0
1679,Dave Feitl,FALSE,0,0,0,0
1680,Kenny Gattison,FALSE,0,0,0,0
1681,Grant Gondrezick,FALSE,0,0,0,0
1682,Ron Harper,FALSE,0,0,1,1
1683,Cedric Henderson,FALSE,0,0,0,1
1684,Cedric Henderson,FALSE,0,0,0,1
1685,Kevin Henderson,FALSE,0,0,0,0
1686,Conner Henry,FALSE,0,0,0,0
1687,Jeff Hornacek,FALSE,0,1,0,0
1688,Myron Jackson,FALSE,0,0,0,0
1689,Buck Johnson,TRUE,1,1,1,1
1690,Steffond Johnson,FALSE,0,0,0,0
1691,Anthony Jones,FALSE,0,0,0,0
1692,Tim Kempton,FALSE,0,0,0,0
1693,Curtis Kitchen,FALSE,0,0,0,0
1694,Larry Krystkowiak,FALSE,0,0,0,0
1695,Jim Lampley,FALSE,0,0,0,0
1696,Fernando Martin,FALSE,0,0,0,0
1697,Maurice Martin,FALSE,0,0,0,0
1698,Forrest McKenzie,FALSE,0,0,0,0
1699,Nate McMillan,FALSE,0,0,0,1
1700,Cozell McQueen,FALSE,0,0,0,0
1701,Pete Myers,FALSE,0,0,0,0
1702,Johnny Newman,FALSE,0,0,0,0
1703,Dennis Nutt,FALSE,0,0,0,0
1704,Chuck Person,FALSE,1,0,0,1
1705,Dwayne Polee,FALSE,0,0,0,0
1706,Harold Pressley,FALSE,0,0,0,0
1707,Mark Price,FALSE,0,1,0,1
1708,Johnny Rogers,FALSE,0,0,0,0
1709,Ron Rowan,FALSE,0,0,0,0
1710,John Salley,FALSE,0,0,1,0
1711,Brad Sellers,FALSE,0,0,0,0
1712,McKinley Singleton,FALSE,0,0,0,0
1713,Scott Skiles,FALSE,1,0,0,0
1714,Clinton Smith,FALSE,0,0,0,0
1715,Keith Smith,FALSE,0,0,0,0
1716,Otis Smith,FALSE,0,0,0,0
1717,Roy Tarpley,FALSE,1,0,0,1
1718,Billy Thompson,FALSE,0,0,1,0
1719,Andre Turner,FALSE,0,0,0,0
1720,Kenny Walker,FALSE,0,0,0,0
1721,Chris Washburn,FALSE,0,0,0,0
1722,Pearl Washington,FALSE,0,0,0,0
1723,John Williams,FALSE,0,0,0,1
1724,David Wingate,FALSE,0,0,0,0
1725,Brad Wright,FALSE,0,0,0,0
1726,Perry Young,FALSE,0,0,0,0
1727,Mark Acres,FALSE,0,0,0,0
1728,Steve Alford,FALSE,0,0,0,0
1729,Greg Anderson,FALSE,0,0,0,1
1730,Joe Arlauckas,FALSE,0,0,0,0
1731,Vincent Askew,FALSE,0,0,0,0
1732,Nate Blackwell,FALSE,0,0,0,0
1733,Muggsy Bogues,FALSE,0,0,0,0
1734,Norris Coleman,FALSE,0,0,0,0
1735,Dallas Comegys,FALSE,0,0,0,0
1736,Winston Crite,FALSE,0,0,0,0
1737,Billy Donovan,FALSE,0,0,0,0
1738,Chris Dudley,FALSE,0,0,0,0
1739,Jim Farmer,FALSE,0,0,0,0
1740,Tellis Frank,FALSE,0,0,0,0
1741,Kevin Gamble,FALSE,0,0,0,0
1742,Winston Garland,FALSE,0,0,0,0
1743,Armen Gilliam,FALSE,0,0,0,1
1744,Horace Grant,FALSE,0,1,1,1
1745,Dave Henderson,FALSE,0,0,0,0
1746,Dave Hoppen,FALSE,0,0,0,0
1747,Dennis Hopson,FALSE,0,0,1,0
1748,Eddie Hughes,FALSE,0,0,0,0
1749,Mark Jackson,FALSE,1,1,0,1
1750,Michael Jackson,FALSE,0,0,0,0
1751,Kannard Johnson,FALSE,0,0,0,0
1752,Kevin Johnson,FALSE,1,1,0,1
1753,Bart Kofoed,FALSE,0,0,0,0
1754,Ralph Lewis,FALSE,0,0,0,0
1755,Reggie Lewis,FALSE,0,1,0,0
1756,Brad Lohaus,FALSE,0,0,0,0
1757,Derrick McKey,FALSE,0,0,0,1
1758,Andre Moore,FALSE,0,0,0,0
1759,Ron Moore,FALSE,0,0,0,0
1760,Ronnie Murphy,FALSE,0,0,0,0
1761,Tod Murphy,FALSE,0,0,0,0
1762,Martin Nessley,FALSE,0,0,0,0
1763,Ken Norman,FALSE,0,0,0,0
1764,Olden Polynice,FALSE,0,0,0,0
1765,Richard Rellford,FALSE,0,0,0,0
1766,Scott Roth,FALSE,0,0,0,0
1767,Brian Rowsom,FALSE,0,0,0,0
1768,Kenny Smith,FALSE,0,0,1,1
1769,John Stroeder,FALSE,0,0,0,0
1770,Mark Wade,FALSE,0,0,0,0
1771,Milt Wagner,FALSE,0,0,1,0
1772,Jamie Waller,FALSE,0,0,0,0
1773,Duane Washington,FALSE,0,0,0,0
1774,Chris Welp,FALSE,0,0,0,0
1775,Clinton Wheeler,FALSE,0,0,0,0
1776,Eric White,FALSE,0,0,0,0
1777,Tony White,FALSE,0,0,0,0
1778,Reggie Williams,FALSE,0,0,0,0
1779,Reggie Williams,FALSE,0,0,0,0
1780,Nikita Wilson,FALSE,0,0,0,0
